customer_id,age,gender,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
CUST00106,62.0,Male,298394.02,703907.81,Car,695.8,0,19,9.23,2021-08-12,0
CUST00107,59.0,Male,879406.41,986461.66,Business,802.5,0,28,17.47,2018-10-15,0
CUST00108,61.0,Male,,148555.72,Home,758.1,0,22,42.52,2020-05-25,0
CUST00109,48.0,Male,564361.37,1363968.21,Education,632.3,1,43,40.71,2023-06-16,0
CUST00110,27.0,Other,978473.51,2520611.15,Business,670.4,3,57,64.37,2024-02-06,0
CUST00111,29.0,Female,1183829.55,1299696.07,Car,665.3,2,54,42.39,2021-01-25,0
CUST00112,28.0,Male,1109614.53,392502.03,Business,651.4,0,6,31.89,2021-04-29,0
CUST00113,32.0,Female,404111.68,561714.5,Home,710.4,0,30,38.5,2019-03-23,0
CUST00114,54.0,Female,943883.2,179667.92,Home,550.5,0,8,15.43,2024-12-06,0
CUST00115,53.0,Female,607071.91,1953721.95,Home,756.1,1,50,39.71,2019-12-23,1
CUST00116,43.0,Male,1396178.3,51318933.0,Car,817.0,0,45,59.74,2023-12-04,0
CUST00117,44.0,Male,504816.07,965019.89,Education,669.8,1,27,17.55,2021-09-13,1
CUST00118,57.0,Male,444160.21,884151.49,Other,668.3,0,30,63.49,2019-02-11,0
CUST00119,55.0,Male,385544.43,2789600.42,Education,701.8,3,43,32.2,2022-09-22,0
CUST00120,64.0,Male,599654.14,1045177.12,Business,766.5,0,33,17.46,2019-11-25,0
CUST00121,60.0,Female,698505.97,1734491.85,Business,665.7,0,60,30.27,2019-05-10,1
CUST00122,42.0,Male,705935.57,1443418.24,Home,760.0,2,8,10.32,2020-08-05,0
CUST00123,47.0,Male,654773.66,2549959.4,Car,726.6,0,55,45.87,2018-01-23,0
CUST00124,55.0,Male,781578.1,832853.82,Home,,0,77,12.46,2021-02-02,0
CUST00125,21.0,Male,478112.81,3644503.61,Education,665.4,1,4,16.97,2022-08-26,1
CUST00126,55.0,Male,,245250.76,Other,541.8,1,46,70.1,2019-07-12,1
CUST00127,57.0,Male,318728.4,1794490.06,Home,582.5,2,47,27.71,2022-06-05,1
CUST00128,34.0,Male,923825.15,536792.17,Business,690.9,0,35,12.12,2020-07-29,0
CUST00129,23.0,Male,699889.17,697372.73,Education,767.1,0,9,32.67,2021-05-30,0
CUST00130,21.0,Male,194714.42,1466794.53,Education,641.1,0,25,37.99,2022-07-15,0
CUST00131,25.0,Female,987779.12,1458590.96,Car,672.7,0,59,46.14,2018-03-19,0
CUST00132,46.0,Male,5651962.0,1505295.24,Car,741.4,3,28,66.26,2021-09-07,0
CUST00133,,Male,364486.84,373132.71,Home,617.6,2,41,25.19,2020-03-17,1
CUST00134,59.0,Male,650104.26,2715050.64,Home,644.2,0,30,31.49,2020-11-07,0
CUST00135,47.0,,416481.8,524157.25,Home,602.4,1,39,46.87,2020-02-07,0
CUST00136,,Male,763423.96,575445.06,Education,778.4,0,49,22.74,2019-03-30,0
CUST00137,35.0,Female,284558.78,1538821.95,,805.6,3,45,5.0,2024-05-13,0
CUST00138,35.0,Female,519543.02,805561.78,Business,571.5,0,36,62.38,2021-12-18,1
CUST00139,46.0,Male,,1221735.06,Car,679.3,0,26,38.12,2022-02-08,0
CUST00140,62.0,Female,1066231.96,217592.54,Education,,1,18,36.89,2020-11-16,0
CUST00141,33.0,Male,683220.35,1201434.86,Car,719.9,1,42,29.99,2023-03-04,0
CUST00142,52.0,Male,448437.72,40074475.0,Education,653.3,1,39,23.87,2024-11-16,0
CUST00143,59.0,Male,225048.09,689070.61,Other,574.0,0,40,75.35,2018-12-29,1
CUST00144,52.0,Female,5435079.0,230532.43,,776.5,0,34,43.35,2019-06-09,0
CUST00145,24.0,Male,417441.47,848337.83,Home,717.0,1,41,19.18,2021-05-02,0
CUST00146,50.0,Other,368150.25,959184.09,Business,579.5,0,20,29.08,2022-01-25,1
CUST00147,57.0,Male,558357.17,761419.48,Home,779.2,3,26,23.61,2023-10-05,0
CUST00148,43.0,Female,447737.21,272304.95,Home,570.0,0,22,21.14,2021-06-07,1
CUST00149,59.0,Male,594019.1,3006580.08,Car,673.5,1,54,23.17,2024-12-11,0
CUST00150,65.0,Female,1047005.79,629572.9,Home,670.2,1,41,54.02,2023-01-30,1
CUST00151,35.0,Female,432114.46,842776.21,Education,811.4,0,42,5.0,2019-12-23,0
CUST00152,63.0,Male,252564.81,182292.53,Home,670.4,1,69,17.07,2023-06-07,1
CUST00153,49.0,Male,367346.5,3006835.47,Other,670.2,3,37,54.28,2021-04-22,1
CUST00154,56.0,Male,744876.46,710280.36,Business,587.8,0,21,40.8,2021-12-19,0
CUST00155,33.0,Male,784552.74,1054865.65,Education,642.0,4,16,49.89,2021-10-30,1
CUST00156,52.0,Male,675593.51,2157619.76,Education,628.7,1,48,58.72,2023-09-20,0
CUST00157,27.0,Female,1105054.84,613286.24,Business,,0,33,5.0,2022-02-16,0
CUST00158,42.0,Male,,1932396.48,Home,690.5,0,53,32.4,2020-09-30,0
CUST00159,48.0,Female,1670596.63,232599.22,Business,507.4,0,69,40.65,2024-04-26,0
CUST00160,22.0,Female,847463.39,1447995.38,Business,576.7,2,43,21.13,2024-10-24,1
CUST00161,62.0,Female,134872.06,2959614.31,Business,681.7,2,47,43.09,2020-07-14,1
CUST00162,65.0,Female,1454775.64,655863.66,Education,699.1,3,45,14.22,2020-05-05,0
CUST00163,26.0,Female,354391.45,2154818.67,Home,672.5,6,22,32.65,2018-03-25,0
CUST00164,48.0,Male,,3554574.26,Car,686.9,2,39,36.95,2023-09-25,0
CUST00165,48.0,Male,720769.1,823740.4,Business,659.3,1,49,37.01,2024-10-23,0
CUST00166,64.0,Male,207731.31,777415.47,Home,688.6,0,16,30.28,2022-03-23,0
CUST00167,64.0,Male,368609.07,525021.44,Business,722.6,1,39,19.07,2020-09-12,0
CUST00168,40.0,Male,1272385.7,689132.54,Home,722.0,0,28,39.93,2023-02-12,0
CUST00169,50.0,Male,733747.08,556402.97,Home,,2,52,44.69,2018-05-16,0
CUST00170,31.0,Female,844695.83,524721.14,Home,758.6,0,48,18.77,2021-04-21,0
CUST00171,48.0,Female,376509.73,2278857.34,Home,701.8,0,10,23.47,2022-09-29,0
CUST00172,45.0,Male,231861.73,566397.71,Car,782.4,0,34,38.54,2021-04-10,0
CUST00173,59.0,,797111.29,1179929.61,Home,797.5,0,5,37.15,2020-06-27,0
CUST00174,53.0,Male,901342.76,1011316.4,Other,308.0,1,36,51.57,2019-08-13,1
CUST00175,21.0,Male,879181.26,2809918.94,,625.6,0,29,64.48,2023-05-06,0
CUST00176,47.0,Male,606213.84,692311.06,Home,751.0,1,35,47.97,2020-08-13,0
CUST00177,33.0,,317461.7,1285686.83,Education,565.1,1,54,43.81,2021-02-17,1
CUST00178,61.0,Male,2065273.61,1712986.32,Other,796.5,1,66,74.68,2021-08-24,0
CUST00179,23.0,Female,703542.17,2793552.73,Business,664.2,0,24,24.33,2022-04-03,0
CUST00180,59.0,Other,,685273.06,Home,733.1,0,43,31.42,2024-05-31,0
CUST00181,26.0,Male,492279.99,36762329.0,Other,681.3,1,21,41.58,2022-12-12,0
CUST00182,28.0,Female,586705.7,468247.96,Business,,1,33,5.0,2023-10-02,0
CUST00183,47.0,Female,973141.27,4710995.18,Home,769.2,0,37,23.74,2020-03-16,0
CUST00184,29.0,Male,599766.37,2595087.28,Home,850.0,0,16,5.0,2021-12-26,0
CUST00185,57.0,Male,866469.54,955948.22,Education,651.4,0,42,8.44,2018-02-21,0
CUST00186,53.0,Female,587286.9,3805688.22,Home,665.8,1,43,14.03,2018-03-13,1
CUST00187,62.0,Female,507984.07,916846.76,Business,491.3,0,17,20.63,2018-01-28,1
CUST00188,64.0,Female,,1634892.04,Car,791.4,1,34,28.92,2019-04-14,0
CUST00189,44.0,Female,752990.07,991644.87,Other,758.4,2,46,29.65,2020-02-03,0
CUST00190,35.0,Female,492229.94,1300765.92,Education,560.0,0,43,27.1,2021-11-25,0
CUST00191,52.0,Other,357873.97,1207705.71,Home,535.1,5,51,43.82,2024-02-27,1
CUST00192,52.0,Female,652098.5,731249.68,Home,543.8,1,44,22.04,2020-03-30,1
CUST00193,44.0,Female,564159.2,2115388.36,,738.4,1,107,29.0,2022-01-29,0
CUST00194,61.0,Male,398244.16,1625241.04,Business,745.9,1,57,36.28,2022-08-03,0
CUST00195,32.0,Male,339992.81,2021572.47,Business,620.7,1,34,18.59,2019-07-14,0
CUST00196,59.0,Female,677226.94,1232011.84,Home,727.4,1,10,17.34,2019-01-14,0
CUST00197,22.0,Male,731280.42,521988.63,Home,701.9,0,33,20.35,2023-04-03,0
CUST00198,23.0,Male,4056625.0,3257824.65,Home,662.5,0,22,61.79,2020-12-11,0
CUST00199,57.0,Female,392791.66,819304.13,Education,762.8,0,48,34.68,2018-03-20,0
CUST00200,37.0,Male,342271.53,1270405.78,Home,599.6,0,39,14.15,2021-11-09,1
CUST00201,22.0,Male,666796.52,1536114.83,Car,776.1,0,40,9.33,2020-04-13,0
CUST00202,22.0,Female,347254.29,1264509.93,Education,635.4,0,50,40.84,2020-10-28,0
CUST00203,48.0,Female,1853569.9,1868771.68,Other,823.6,0,63,25.15,2023-09-04,0
CUST00204,43.0,Male,,2087263.73,Car,614.6,2,51,52.32,2019-03-26,0
CUST00205,57.0,Female,142362.54,841226.77,Home,663.6,3,21,56.43,2023-06-16,0
CUST00206,52.0,Female,531471.89,3071962.42,Education,694.4,4,36,30.21,2022-01-24,1
CUST00207,53.0,Male,519089.5,816814.67,Education,693.9,1,50,25.73,2024-02-24,0
CUST00208,21.0,Male,995942.91,1246343.14,Car,726.8,2,56,32.06,2022-10-09,0
CUST00209,39.0,Female,633154.3,750597.83,Other,593.6,3,31,11.79,2023-05-25,1
CUST00210,22.0,Male,341598.26,614502.66,Business,687.2,0,55,20.77,2024-10-20,0
CUST00211,64.0,Male,461614.07,2045051.97,Home,700.4,0,37,17.75,2022-03-31,0
CUST00212,46.0,Female,646986.61,8756683.79,Home,650.4,4,26,11.74,2019-11-21,0
CUST00213,52.0,Male,164293.08,764340.06,Car,720.3,1,54,11.45,2023-06-14,0
CUST00214,26.0,Male,1128321.8,2305308.59,Business,589.0,1,13,60.63,2021-11-02,0
CUST00215,52.0,Male,342099.38,783763.1,Home,665.5,0,68,13.48,2019-08-10,0
CUST00216,24.0,Female,1178053.55,977409.04,Education,633.5,0,30,59.27,2023-11-22,1
CUST00217,,Male,670551.53,3369613.61,Education,665.7,3,42,33.01,2023-01-04,0
CUST00218,37.0,Female,763964.63,464411.04,Home,,1,31,34.74,2023-06-09,0
CUST00219,58.0,Male,1016812.09,385882.68,Education,800.0,0,41,18.09,2019-09-19,0
CUST00220,44.0,Female,740604.95,926306.96,Other,785.3,0,24,30.23,2023-07-25,0
CUST00221,,Male,,1566820.9,Home,655.3,1,91,65.5,2024-11-10,1
CUST00222,,Female,493644.53,1362138.71,Car,758.1,1,50,73.05,2018-12-30,0
CUST00223,26.0,Male,663107.75,1267396.59,Car,698.4,0,73,21.92,2023-12-23,0
CUST00224,42.0,Other,391161.66,1008417.05,Other,693.4,3,37,13.69,2019-01-09,0
CUST00225,,Female,447362.23,1707563.43,Other,684.2,0,54,30.3,2023-09-18,0
CUST00226,36.0,Male,1592128.37,128082.43,Car,821.9,0,28,51.14,2023-06-11,0
CUST00227,53.0,Female,346449.91,582122.56,Business,792.4,1,51,55.73,2023-09-26,0
CUST00228,29.0,Male,588230.65,922157.5,Car,745.9,0,59,63.8,2023-09-15,0
CUST00229,26.0,Male,575162.55,1612303.34,,677.2,3,39,40.48,2023-11-13,0
CUST00230,36.0,Male,455469.96,2793583.11,Home,693.0,2,53,10.03,2021-10-16,0
CUST00231,49.0,Male,717064.1,529892.91,Home,729.8,2,39,40.92,2022-03-29,0
CUST00232,,Male,747393.54,2730390.06,Home,650.9,0,24,17.23,2021-03-15,0
CUST00233,40.0,Male,324746.27,717269.44,Education,760.4,0,52,44.21,2023-04-25,0
CUST00234,,Female,571343.68,899022.33,Home,,0,38,5.0,2019-01-03,0
CUST00235,39.0,Male,297955.06,30707249.0,Other,719.4,1,57,13.45,2018-03-06,0
CUST00236,46.0,Male,,854041.23,Home,518.3,2,14,34.05,2020-01-24,0
CUST00237,23.0,Male,595447.21,2141639.73,Home,648.7,3,25,24.54,2022-03-24,0
CUST00238,39.0,Male,,741757.09,Car,845.8,2,60,38.05,2023-07-29,0
CUST00239,40.0,Male,776434.25,749622.86,Education,767.7,4,17,54.19,2023-02-20,0
CUST00240,52.0,Female,464385.05,2056232.47,Home,805.2,2,22,54.21,2022-04-28,0
CUST00241,27.0,Male,893330.67,577124.29,Car,640.0,0,79,51.13,2020-01-26,0
CUST00242,61.0,Male,320730.13,1172032.95,Other,697.8,0,22,8.13,2024-02-07,0
CUST00243,53.0,Male,1174710.26,307940.58,Home,786.1,1,46,25.77,2022-03-05,0
CUST00244,60.0,Male,399112.6,3519211.6,Car,737.5,0,32,26.38,2019-08-20,0
CUST00245,59.0,Female,212585.92,2291200.23,Business,728.1,0,18,41.93,2023-01-09,0
CUST00246,38.0,Male,451037.52,6750148.35,Home,812.3,1,47,44.36,2021-10-27,0
CUST00247,60.0,Female,423757.86,2512665.28,Car,612.0,3,42,31.06,2022-05-06,1
CUST00248,21.0,Other,449171.16,446522.4,Car,676.2,0,54,10.84,2018-04-22,0
CUST00249,31.0,Male,613788.94,1572307.59,Car,,2,30,20.7,2019-03-29,1
CUST00250,48.0,Female,988370.89,517825.64,Home,607.9,2,44,56.54,2023-12-27,0
CUST00251,45.0,Male,486290.64,2971645.08,Home,770.6,1,40,30.06,2023-02-15,0
CUST00252,43.0,Female,369390.76,455523.14,Car,621.2,0,16,46.28,2024-03-28,0
CUST00253,51.0,Male,290802.39,440467.34,Home,745.2,0,46,25.48,2021-06-16,0
CUST00254,50.0,Female,417691.94,319059.21,Business,814.4,2,35,44.09,2018-09-10,1
CUST00255,62.0,Male,191318.78,699509.13,Car,676.7,2,56,75.73,2023-06-28,1
CUST00256,55.0,Male,362643.96,607656.8,Car,,3,41,71.54,2021-12-30,0
CUST00257,27.0,Male,1071135.27,407112.82,Other,745.7,1,36,9.49,2023-04-27,0
CUST00258,36.0,Female,343572.16,3964405.14,Education,,0,36,34.08,2021-08-19,0
CUST00259,46.0,Female,763595.69,1426759.7,Home,643.8,0,34,43.41,2023-10-21,1
CUST00260,22.0,Female,275249.94,1313970.7,Other,614.7,2,40,19.33,2023-02-01,1
CUST00261,21.0,Male,1431312.97,2994881.11,Home,649.7,0,48,7.5,2024-03-19,0
CUST00262,32.0,Female,1484641.23,1178061.04,Home,743.7,0,28,14.98,2021-01-05,1
CUST00263,25.0,Male,747927.9,582989.15,Business,,1,13,36.79,2018-03-03,0
CUST00264,57.0,Male,1615554.71,299495.05,Car,687.4,0,48,52.89,2022-02-03,0
CUST00265,52.0,Male,,560430.11,Car,611.8,0,22,54.73,2021-03-26,1
CUST00266,29.0,Female,824625.33,2824355.97,Home,782.0,0,57,50.88,2020-03-16,0
CUST00267,61.0,Male,1081720.77,408915.87,Car,649.1,0,14,58.46,2023-12-13,0
CUST00268,55.0,Female,596506.34,1260714.35,,804.2,0,35,15.67,2023-02-19,0
CUST00269,39.0,Female,230082.31,2030408.58,Other,694.6,2,54,30.74,2024-01-18,0
CUST00270,36.0,Male,833950.93,1202293.32,Home,584.5,2,28,7.37,2019-06-25,1
CUST00271,23.0,Male,,1301838.86,Other,,0,17,45.05,2019-09-18,0
CUST00272,40.0,Male,434242.58,1558014.39,Education,610.3,2,45,7.68,2022-06-03,1
CUST00273,44.0,Male,636565.25,1284007.51,Business,734.2,0,51,49.41,2018-04-16,0
CUST00274,53.0,Male,4642469.0,3036912.46,Education,670.4,1,28,32.53,2021-02-28,0
CUST00275,44.0,Male,586879.06,475344.84,Education,702.2,3,46,50.35,2022-09-05,1
CUST00276,31.0,Female,766546.96,1165076.62,Car,662.3,2,14,34.25,2023-03-24,0
CUST00277,28.0,Male,366307.56,275744.97,Home,648.3,2,80,57.65,2023-08-12,1
CUST00278,56.0,Female,527821.22,230585.65,Home,617.0,0,31,44.78,2024-03-30,0
CUST00279,58.0,Female,861988.32,929898.09,Business,752.7,0,17,20.43,2019-01-04,0
CUST00280,60.0,Male,1432648.16,1440305.35,Business,677.0,3,19,29.6,2021-06-28,0
CUST00281,40.0,Female,1740250.41,3083165.68,Car,666.4,0,51,25.18,2020-08-03,0
CUST00282,55.0,Female,,5356676.12,Home,675.1,0,11,5.0,2024-02-06,0
CUST00283,45.0,Male,857696.34,2480330.73,Car,639.1,2,29,45.88,2018-10-20,0
CUST00284,55.0,Male,1606982.16,1638048.29,Education,666.6,3,17,24.14,2019-08-07,0
CUST00285,45.0,Female,373637.06,1101270.86,Car,705.4,3,15,17.95,2024-02-01,0
CUST00286,49.0,Female,764009.05,337101.84,Business,612.4,0,64,40.33,2023-12-11,0
CUST00287,38.0,Male,824546.34,888930.54,Other,623.3,3,37,27.26,2024-03-24,1
CUST00288,38.0,Male,1198191.37,2429664.47,Home,793.4,0,32,27.92,2024-10-27,0
CUST00289,22.0,Male,289112.81,1846490.37,Car,662.8,0,53,5.0,2024-10-11,0
CUST00290,55.0,Female,322328.61,400138.53,Car,648.6,1,50,16.55,2020-02-04,1
CUST00291,36.0,Male,546757.26,1513322.24,Car,589.2,0,37,5.0,2023-10-14,0
CUST00292,61.0,Male,665138.26,1425274.48,Home,753.8,0,53,23.38,2021-07-28,0
CUST00293,56.0,Male,1002066.75,1257860.83,Home,610.8,1,20,42.04,2021-11-15,0
CUST00294,,Male,718304.66,965596.29,Other,688.9,0,54,40.21,2019-03-04,0
CUST00295,24.0,Female,497187.61,1568936.84,Car,561.9,0,12,15.12,2023-07-08,0
