age,annual_income,loan_amount,credit_score,repayment_history,transaction_count,spending_ratio,default_flag,region_default_rate,join_year,join_month,join_day,join_weekday,tenure_days,education_encoded,gender_encoded,region_North,region_South,region_West,loan_purpose_Car,loan_purpose_Education,loan_purpose_Home,loan_purpose_Other,employment_type_Self-Employed,employment_type_Unemployed,income_bin_encoded,good_credit_flag,repayment_qbin_encoded,txn_cluster,annual_income_std,annual_income_minmax,annual_income_maxabs,annual_income_robust,age_scaled,annual_income_scaled,loan_amount_scaled,credit_score_scaled,repayment_history_scaled,transaction_count_scaled,spending_ratio_scaled,tenure_days_scaled,debt_to_income,spending_to_income_ratio,avg_monthly_transactions,loan_per_age,spending_log,spending_sqrt,spending_recip,loan_amount_boxcox,annual_income_yj
44.0,691645.82,1292022.24,649.5,1,49,5.18,0,0.26,2024,4,12,4,851,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,-0.05768059867147785,0.12081030273702958,0.148896708548239,0.2658093456546376,0.011980137799164995,-0.05768059867147785,-0.1411731230622419,-0.45584507853101214,-0.08181678422716306,0.5804834561552745,-1.5697744868406593,-1.4013779633179169,1.868040263729202,0.0518,8.166666666666666,29364.14181818182,1.8213182714695995,2.2759613353482084,0.16181229773462785,0.2733605345129083,0.3367754276714533
23.0,306723.18,1011665.88,589.1,3,28,31.21,1,0.26,2019,7,22,0,2577,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,-0.6330513553588154,0.03521003623159433,0.06603100982732615,-0.6747208644745505,-1.6431704791907245,-0.6330513553588154,-0.20575237675233535,-1.2162096028785767,1.30490837216543,-0.6414644768099186,-0.10414473364218327,0.9766458296056832,3.298302658442704,0.3121,4.666666666666667,43985.47304347826,3.4722769633431074,5.586591089385369,0.03104625892579944,-0.027453948618013126,-1.0548399108609579
42.0,496353.65,386004.15,605.1,4,19,54.01,1,0.18,2018,2,7,2,3107,1,0,0,0,1,0,0,1,0,0,0,1,0,2,1,-0.3495974462437904,0.07738063645804749,0.10685443708877564,-0.21137273354622488,-0.1456532542951102,-0.3495974462437904,-0.34987169541467195,-1.0147885368262417,1.9982709503617262,-1.1651564480807157,1.1796185538309343,1.706861710399141,0.777679684636146,0.5401,3.1666666666666665,9190.575,4.007514986887367,7.349149610669251,0.018178512997636793,-1.3911185486308917,-0.20305689739220015
22.0,4645138.409999997,1164184.69,685.3,2,37,20.09,0,0.15,2018,9,2,6,2900,3,0,0,1,0,0,1,0,0,0,0,3,0,1,0,5.8518809253430115,0.9999999999999999,1.0,9.925878227071657,-1.721987175237862,5.8518809253430115,-0.1706201224902913,-0.0051654432389130105,0.6115457939691334,-0.11777250553912152,-0.7302608633220548,1.421664187145847,0.25062432746756425,0.2009,6.166666666666667,52917.48590909091,3.0487989944906833,4.4821869662029945,0.0474158368895211,0.1472950944761495,2.813226169414554
44.0,148413.78,383565.74,685.1,0,40,38.43,1,0.26,2018,1,21,6,3124,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8696874733816949,4.710739917465623e-06,0.031950346125423655,-1.0615382604256582,0.011980137799164995,-0.8696874733816949,-0.3504333759058528,-0.0076832065645663404,-0.7751793624234595,0.056791484884477494,0.3023803073909706,1.7302837292170443,2.5844348146108804,0.3843,6.666666666666667,8717.403181818181,3.674526947889536,6.199193495931548,0.0253613999492772,-1.4011228726025775,-2.510351974129286
64.0,649510.68,1279700.28,714.6,0,27,5.0,0,0.18,2021,2,7,6,2011,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,-0.12066293555071896,0.11144016225050529,0.1398259045633046,0.16285522459274668,1.588314058741917,-0.12066293555071896,-0.14401144990026754,0.36368688396942644,-0.7751793624234595,-0.6996524736177849,-1.5799094601628154,0.19683037955078306,1.9702528678974145,0.05,4.5,19995.316875,1.791759469228055,2.23606797749979,0.16666666666666666,0.2618910363719132,0.237320527256007
50.0,686961.7,563543.66,683.2,0,22,50.23,0,0.18,2022,6,18,5,1515,2,0,0,0,1,1,0,0,0,0,0,1,0,0,1,-0.06468228001922682,0.11976863389587378,0.14788831663683416,0.25436404233896276,0.48488031408199056,-0.06468228001922682,-0.3089759973241957,-0.031601958158280846,-0.7751793624234595,-0.9905924576571167,0.9667841140656541,-0.48654146360686795,0.8203421821041844,0.5023,3.6666666666666665,11270.8732,3.936325297951111,7.087312607751968,0.01951981260979895,-0.8193640755869565,0.32608497219192795
58.0,1120727.08,1010355.05,763.3,2,20,55.56,0,0.21,2019,1,29,1,2751,2,0,1,0,0,0,0,0,0,1,0,2,1,1,1,0.5836971317903009,0.21623069736096748,0.24126882367752756,1.3142379016634422,1.1154138824590913,0.5836971317903009,-0.20605432254416467,0.9767622537662205,0.6115457939691334,-1.1069684512728493,1.2668919352161683,1.2163770810359882,0.9015174773861983,0.5556,3.3333333333333335,17419.914655172415,4.0353020215883175,7.45385806143369,0.01768033946251768,-0.029093827221374245,1.0590431842193448
22.0,1058293.03,1294216.09,670.4,0,50,6.71,0,0.15,2021,12,4,5,1711,1,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0.49037259626400637,0.20234642357802324,0.22782809393186643,1.161684884346206,-1.721987175237862,0.49037259626400637,-0.1406677762396907,-0.19273881100014975,-0.7751793624234595,0.6386714529631409,-1.4836272136023316,-0.2164993642945704,1.222927916287987,0.06709999999999999,8.333333333333334,58828.0040909091,2.0425181875752383,2.5903667693977237,0.1297016861219196,0.27538850555546035,0.9769776207820031
41.0,574436.41,5486122.84,336.81,3,39,30.02,1,0.15,2020,9,13,6,2158,2,1,0,1,0,0,1,0,0,1,0,1,0,2,0,-0.23288169082489432,0.09474491792894238,0.12366400294194901,-0.020583242259697834,-0.2244699503422478,-0.23288169082489432,0.8249254760534451,-4.392242150025053,1.30490837216543,-0.001396511923388845,-0.17114816838310482,0.39936195403500624,9.550444130099622,0.3002,6.5,133807.87414634146,3.4346321577483927,5.47905101272109,0.032237266279819474,1.7446023147337746,0.03920964062271094
45.0,1243014.83,1656015.5,680.9,0,35,53.75,0,0.21,2022,7,30,5,1473,2,0,1,0,0,0,0,1,0,1,0,3,0,0,0,0.7664891734615624,0.24342541885188845,0.2675947884188021,1.6130390405201374,0.09079683384630259,0.7664891734615624,-0.05732835821002256,-0.06055623640330487,-0.7751793624234595,-0.23414849915485422,1.164979147921153,-0.5444076277452174,1.332257234614007,0.5375,5.833333333333333,36800.34444444445,4.00277736869661,7.33143914930759,0.0182648401826484,0.5618168195341415,1.2048777339979884
32.0,1655515.63,2559593.89,539.5,0,16,22.07,0,0.15,2023,8,18,4,1089,3,0,0,1,0,0,0,0,0,0,0,3,0,0,1,1.3830829322234062,0.3351586003911849,0.3563974813831222,2.6209544598429866,-0.9338202147664861,1.3830829322234062,0.15080823650356345,-1.8406149076408158,-0.7751793624234595,-1.3397204385043147,-0.6187761567783366,-1.07346969986727,1.5461007094206658,0.2207,2.6666666666666665,79987.3090625,3.138533072185662,4.697871858618538,0.043346337234503686,1.029816862590848,1.5925767591474542
42.0,942252.28,3649947.98,710.4,0,22,14.06,0,0.26,2024,7,3,2,769,1,1,0,0,0,0,0,0,1,0,0,2,1,0,1,0.3169183818429836,0.1765409289324223,0.20284697609258118,0.8781478313397926,-0.1456532542951102,0.3169183818429836,0.40196805820384873,0.3108138541306879,-0.7751793624234595,-0.9905924576571167,-1.069782469614287,-1.5143547599689802,3.8736419719780355,0.1406,3.6666666666666665,86903.52333333333,2.7120422223717475,3.749666651850535,0.06640106241699867,1.3781087782586963,0.8076997623464772
64.0,680105.28,1386757.91,723.3,2,42,36.35,0,0.18,2023,3,26,6,1234,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,-0.07493104991118785,0.11824388237885936,0.14641227450529304,0.23761088346180784,1.588314058741917,-0.07493104991118785,-0.11935104324057859,0.47320958863538276,0.6115457939691334,0.17316747850021016,0.18526506011272137,-0.8736936570086824,2.0390341771791567,0.3635,7.0,21668.09234375,3.6203329115788265,6.029096117993144,0.02677376171352075,0.35727640830036356,0.31027717761754325
45.0,204431.14,1202583.67,616.0,0,56,45.87,0,0.21,2018,10,17,2,2855,1,1,1,0,0,0,0,0,0,1,0,0,0,0,2,-0.785954412601412,0.012462021499635087,0.04400969830304801,-0.9246639540152003,0.09079683384630259,-0.785954412601412,-0.16177503165354043,-0.8775704355780887,-0.7751793624234595,0.987799433810339,0.7212925380400931,1.3596647255690442,5.88258554934439,0.4587,9.333333333333334,26724.081555555553,3.847377811934615,6.772739475278818,0.02133560913164071,0.18688435290921293,-1.8413960622002972
47.0,243279.12,466631.54,796.4,0,31,45.45,0,0.18,2022,11,22,1,1358,2,1,0,0,1,0,0,0,0,1,0,0,1,0,1,-0.72788562338087,0.021101153355318654,0.05237284630233443,-0.8297417670726643,0.24843022594057776,-0.72788562338087,-0.3312994159301612,1.3934520841619888,-0.7751793624234595,-0.4669004863863196,0.6976442669550622,-0.7028506962192697,1.918091203223688,0.4545,5.166666666666667,9928.330638297872,3.8383764652598478,6.74166151627327,0.02152852529601722,-1.0982908621170717,-1.4960387210725685
62.0,340779.88,907418.51,753.2,1,43,22.66,0,0.26,2020,6,30,1,2233,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,-0.5821444270231019,0.042783668679651055,0.07336269663491043,-0.5915058184400882,1.4306806666476417,-0.5821444270231019,-0.22976544837929982,0.8496152058206851,-0.08181678422716306,0.2313554753080765,-0.5855559664446024,0.5026943899963446,2.662770202278374,0.2266,7.166666666666667,14635.782419354839,3.1637858585502405,4.760252094164762,0.042265426880811495,-0.1667104493436734,-0.8612329518412987
48.0,423373.45,593527.36,780.5,0,75,65.9,0,0.26,2018,12,27,3,2784,2,1,0,0,0,1,0,0,0,0,0,1,1,0,2,-0.4586860488190851,0.061151077787193614,0.09114334442404705,-0.38969449409860546,0.3272469219877154,-0.4586860488190851,-0.3020693412067184,1.1932898997724812,-0.7751793624234595,2.0933713731597994,1.8490898471666963,1.2618433528589772,1.4019002844887887,0.659,12.5,12365.153333333334,4.203198967134183,8.117881497040962,0.014947683109118086,-0.7448322739883401,-0.47519278064406334
36.0,295709.35,743600.2,704.2,0,30,5.63,0,0.18,2022,6,11,5,1522,2,1,0,0,1,0,0,1,0,1,0,0,1,0,1,-0.6495144963710606,0.0327607472439537,0.06365996530122774,-0.7016323494530053,-0.6185534305779358,-0.6495144963710606,-0.2675005088593702,0.23276319103540893,-0.7751793624234595,-0.5250884831941859,-1.544437053535269,-0.47689710291714305,2.5146320195827423,0.056299999999999996,5.0,20655.56111111111,1.891604804197771,2.3727621035409343,0.15082956259426847,-0.4308452319240928,-1.1230701433797006
35.0,529772.28,3647178.32,615.5,3,34,38.6,1,0.15,2018,8,7,1,2926,2,1,0,1,0,0,0,0,0,1,0,1,0,2,0,-0.29964428570598944,0.08481237296033932,0.11404876092809478,-0.12971676471017615,-0.6973701266250734,-0.29964428570598944,0.4013300752603717,-0.8838648438922242,1.30490837216543,-0.29233649596272054,0.31195222663967376,1.4574860982791111,6.884426493587018,0.386,5.666666666666667,104205.09485714285,3.6788291182604347,6.212889826803627,0.025252525252525252,1.3773935903521983,-0.09410849853101969
64.0,430395.55,1066865.06,746.9,1,27,59.79,0,0.15,2024,9,19,3,691,2,0,0,1,0,0,0,0,1,1,0,1,1,0,1,-0.4481896254584479,0.06271267372612777,0.09265505395349462,-0.37253650830554286,1.588314058741917,-0.4481896254584479,-0.19303740981274056,0.7703056610625773,-0.08181678422716306,-0.6996524736177849,1.5050638082868386,-1.621820493368772,2.4788013258966086,0.5979,4.5,16669.7665625,4.107425301760631,7.732399368889323,0.016450074025333113,0.03932197560774311,-0.44662857671614586
23.0,973830.34,533316.48,643.2,0,38,32.32,0,0.18,2023,7,9,6,1129,3,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0.3641203138387688,0.18356335388441944,0.20964506416074705,0.9553065025140111,-1.6431704791907245,0.3641203138387688,-0.31593873833551467,-0.5351546232891186,-0.7751793624234595,-0.05958450873125519,-0.04164573148888678,-1.0183590673545562,0.5476482484618419,0.3232,6.333333333333333,23187.67304347826,3.506157817298642,5.685068161420758,0.030012004801920768,-0.8996069049564915,0.8561585483556834
57.0,416180.56,2577095.17,698.8,2,44,22.36,0,0.15,2023,8,3,3,1104,2,1,0,1,0,0,0,0,1,1,0,1,0,1,0,-0.4694377639223297,0.059551501049009845,0.08959486742183001,-0.40726979271740366,1.0365971864119536,-0.4694377639223297,0.15483960429925514,0.1647835812427447,0.6115457939691334,0.28954347211594283,-0.6024475886481961,-1.0528032126750022,6.192252636692112,0.2236,7.333333333333333,45212.19596491228,3.151025157960026,4.728636167014756,0.04280821917808219,1.036775482714022,-0.5050503005182314
27.0,153630.42,1921646.32,677.1,6,28,29.52,1,0.21,2023,8,7,0,1100,2,0,1,0,0,0,1,0,0,0,0,0,0,2,1,-0.8618897971936551,0.0011648029970601353,0.0330733783237258,-1.0487917835871736,-1.327903695002174,-0.8618897971936551,0.003858911137773071,-0.10839373959073388,3.3849961067543193,-0.6414644768099186,-0.1993008720557609,-1.0583142759262736,12.508241011122667,0.2952,4.666666666666667,71172.08592592593,3.4183822064162563,5.43323108288245,0.0327653997378768,0.7269969739117107,-2.4360438557708943
45.0,579061.02,1993410.29,774.4,1,20,24.07,0,0.18,2020,4,11,5,2313,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,-0.22596896323089302,0.09577335275544077,0.12465958360969492,-0.009283347259846612,0.09079683384630259,-0.22596896323089302,0.020389528186868212,1.1164981183400282,-0.08181678422716306,-1.1069684512728493,-0.5061653420877122,0.6129156550217721,3.442487442860512,0.2407,3.3333333333333335,44298.00644444444,3.221671912170202,4.906118628814432,0.03988831272437176,0.7668476457707166,0.0522960422536993
29.0,536161.71,241761.95,744.8,1,11,36.37,0,0.15,2022,11,29,1,1351,3,1,0,1,0,0,0,1,0,0,0,1,1,0,1,-0.2900935583860772,0.08623327382191975,0.11542426999500328,-0.11410466161199082,-1.170270302907899,-0.2900935583860772,-0.3830974571795101,0.7438691461432081,-0.08181678422716306,-1.6306604225436463,0.18639116825962737,-0.7124950569089945,0.45091237492509495,0.36369999999999997,1.8333333333333333,8336.618965517242,3.6208682434973927,6.0307545133258404,0.026759432700026762,-2.1703279988192588,-0.07422185165014085
59.0,336338.23,3851871.42,684.0,3,25,29.99,0,0.26,2022,11,27,6,1353,1,1,0,0,0,0,0,1,0,0,0,1,0,2,1,-0.5887836715254267,0.041795921053988216,0.07240650338339438,-0.6023586641127157,1.1942305785062288,-0.5887836715254267,0.4484805220471386,-0.021530904855664664,1.30490837216543,-0.8160284672335176,-0.17283733060346426,-0.7097395252833588,11.452374652741677,0.2999,4.166666666666667,65285.95627118644,3.433664571799657,5.476312628037227,0.032268473701193935,1.4285229110046815,-0.8851282962234811
38.0,569349.6,665996.49,543.6,5,52,6.67,1,0.15,2021,5,28,4,1901,1,1,0,1,0,0,1,0,0,1,0,1,0,2,0,-0.24048530104336507,0.09361369766176736,0.12256892039520526,-0.03301248902519676,-0.46092003848366053,-0.24048530104336507,-0.2853762926489102,-1.7890007594649047,2.6916335285580226,0.7550474465788736,-1.485879429896144,0.045276140140820126,1.1697496406425858,0.0667,8.666666666666666,17526.223421052633,2.0373166153791646,2.582634314028992,0.1303780964797914,-0.5823402530678827,0.024667787936145002
24.0,299121.31,1697332.3,642.4,2,54,29.01,1,0.18,2019,8,18,6,2550,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,-0.6444144014351355,0.03351950927807537,0.0643944880858782,-0.6932954756963657,-1.5643537831435868,-0.6444144014351355,-0.04781115621445215,-0.5452256765917362,0.6115457939691334,0.8714234401946063,-0.22801662980187,0.9394461526596014,5.674394445517773,0.2901,9.0,70722.17916666667,3.4015306594522756,5.386093203798093,0.033322225924691765,0.5895700521824356,-1.101609846423115
45.0,647848.39,5761220.22,742.8,0,92,43.13,0,0.21,2023,11,25,5,990,2,0,1,0,0,0,0,1,0,0,0,1,1,0,2,-0.12314767652395404,0.11107049714842315,0.13946804870341858,0.15879354102174215,0.09079683384630259,-0.12314767652395404,0.8882933393417972,0.7186915128866661,-0.7751793624234595,3.082567318893527,0.567015721913938,-1.2098685153362365,8.892852570027996,0.4313,15.333333333333334,128027.116,3.7871398232814557,6.567343450741708,0.022660321776569226,1.7863451174012406,0.23323837847099116
34.0,2299284.26,4451416.53,711.0,1,37,11.17,0,0.18,2019,8,4,6,2564,1,1,0,0,1,0,1,0,0,0,0,3,1,0,0,2.345368870443799,0.47832182481425056,0.49498724409376665,4.1939558422726595,-0.776186822672211,2.345368870443799,0.5865839549685284,0.31836714410765077,-0.08181678422716306,-0.11777250553912152,-1.2325050968422393,0.9587348740390512,1.9360009579676767,0.1117,6.166666666666667,130924.0155882353,2.498973906999436,3.3421549934136805,0.08216926869350863,1.5609206832737277,2.009712877841325
29.0,200168.94,496682.62,577.3,2,13,23.38,1,0.26,2022,10,14,4,1397,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,-0.792325420654232,0.01151418051034054,0.043092136839039875,-0.9350783267879025,-1.170270302907899,-0.792325420654232,-0.3243772390300856,-1.3647576390921747,0.6115457939691334,-1.5142844289279138,-0.5450160731559777,-0.6491178295193737,2.48131713141909,0.23379999999999998,2.1666666666666665,17126.986896551723,3.1937631240531252,4.835286961494633,0.04101722723543889,-1.004700016290397,-1.8840668887646685
46.0,406795.89,358196.81,554.5,0,30,39.57,1,0.21,2023,8,18,4,1089,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,-0.48346568568645604,0.05746450961336563,0.08757454656770933,-0.430200544847476,0.16961352989344017,-0.48346568568645604,-0.3562770334790793,-1.6517826582167516,-0.7751793624234595,-0.5250884831941859,0.3665684717646265,-1.07346969986727,0.8805320279907449,0.3957,5.0,7786.887173913044,3.703028877218356,6.2904689809266205,0.024648755237860486,-1.5100821925539312,-0.5449551764430154
22.0,372473.88,2679772.92,674.4,0,23,37.66,0,0.15,2024,2,15,3,908,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,-0.5347691914109579,0.049831876721202636,0.08018574413157264,-0.5140638563880913,-1.721987175237862,-0.5347691914109579,0.17849111862758354,-0.142383544487066,-0.7751793624234595,-0.9324044608492503,0.25902514373508,-1.3228453119872998,7.194525747684643,0.3766,3.8333333333333335,121807.86,3.654805473780185,6.136774397026503,0.025866528711846873,1.0764630419725183,-0.7009503000685182
40.0,425792.35,1087551.14,610.7,3,44,24.37,1,0.18,2018,3,22,3,3064,2,1,0,0,1,1,0,0,0,0,0,1,0,2,0,-0.45507035002997004,0.06168900012049672,0.09166408240567372,-0.38378408954229914,-0.30328664638938535,-0.45507035002997004,-0.18827243280928124,-0.9442911637079241,1.30490837216543,0.28954347211594283,-0.48927371988411855,1.6476177804479737,2.5541819621700577,0.2437,7.333333333333333,27188.778499999997,3.2335673736111907,4.9365980188789935,0.039416633819471816,0.06326047605759459,-0.4652891782530477
48.0,946909.23,693414.34,617.9,1,35,34.0,0,0.15,2023,11,26,6,989,2,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0.3238794502939198,0.17757655562640548,0.2038495188779532,0.889526746755267,0.3272469219877154,0.3238794502939198,-0.27906067244758165,-0.8536516839843742,-0.08181678422716306,-0.23414849915485422,0.05294735285123766,-1.2112462811490543,0.7322923021882467,0.34,5.833333333333333,14446.132083333332,3.5553480614894135,5.830951894845301,0.02857142857142857,-0.5264437104635202,0.8149683290232629
